PassengerId,GroupId,GroupSize,Transported,HomePlanet,Destination,CryoSleep,Cabin P1,Cabin P2,Cabin P3,Age,VIP,TotalSpendings,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
0030_01,0030,1,False,Earth,TRAPPIST-1e,False,G,4,S,32.0,False,1821.0,0.0,850.0,81.0,437.0,453.0
0031_01,0031,3,True,Mars,TRAPPIST-1e,False,F,9,P,47.0,False,2854.0,214.0,0.0,1411.0,0.0,1229.0
0031_02,0031,3,True,Mars,TRAPPIST-1e,False,F,9,P,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0031_03,0031,3,True,Mars,TRAPPIST-1e,False,F,9,P,20.0,False,2740.0,0.0,0.0,1750.0,990.0,0.0
0034_01,0034,1,True,Europa,55 Cancri e,True,D,1,S,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0035_01,0035,1,False,Mars,55 Cancri e,False,D,1,P,23.0,False,2699.0,784.0,964.0,0.0,951.0,0.0
0036_01,0036,1,False,Earth,55 Cancri e,False,F,8,S,15.0,True,961.0,0.0,492.0,48.0,20.0,401.0
0038_01,0038,1,False,Earth,55 Cancri e,False,F,10,S,20.0,False,3355.0,554.0,195.0,0.0,2606.0,0.0
0039_01,0039,1,False,Earth,55 Cancri e,True,G,1,P,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0041_01,0041,1,True,Earth,TRAPPIST-1e,True,G,2,P,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0043_01,0043,1,False,Europa,TRAPPIST-1e,False,B,3,P,45.0,False,3575.0,0.0,164.0,45.0,2511.0,855.0
0044_01,0044,3,False,Earth,TRAPPIST-1e,True,G,3,P,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0044_02,0044,3,True,Earth,55 Cancri e,True,G,3,P,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0044_03,0044,3,True,Earth,PSO J318.5-22,True,G,3,P,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0045_01,0045,2,False,Mars,TRAPPIST-1e,False,F,10,P,21.0,False,1214.0,970.0,0.0,180.0,0.0,64.0
0045_02,0045,2,True,Mars,TRAPPIST-1e,True,F,10,P,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0050_01,0050,1,False,Earth,55 Cancri e,False,E,1,S,35.0,False,1894.0,790.0,0.0,0.0,1104.0,0.0
0051_01,0051,1,False,Earth,TRAPPIST-1e,False,E,2,S,56.0,False,1618.0,0.0,112.0,0.0,1379.0,127.0
0052_01,0052,1,False,Earth,TRAPPIST-1e,False,G,6,S,26.0,False,4689.0,4.0,0.0,2.0,4683.0,0.0
0053_01,0053,1,True,Earth,TRAPPIST-1e,False,F,11,S,25.0,False,1939.0,0.0,0.0,1938.0,0.0,1.0
0056_01,0056,3,True,Europa,TRAPPIST-1e,False,A,1,S,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0056_02,0056,3,True,Europa,TRAPPIST-1e,True,A,1,S,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0056_03,0056,3,True,Europa,TRAPPIST-1e,False,A,1,S,27.0,False,4547.0,279.0,605.0,3374.0,286.0,3.0
0058_01,0058,1,False,Earth,PSO J318.5-22,True,G,7,S,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0061_01,0061,1,False,Earth,TRAPPIST-1e,False,F,12,S,22.0,False,2667.0,45.0,1096.0,148.0,1377.0,1.0
0062_01,0062,1,False,Earth,TRAPPIST-1e,False,F,13,S,62.0,False,634.0,0.0,592.0,0.0,17.0,25.0
0064_01,0064,2,True,Mars,TRAPPIST-1e,True,F,14,S,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0064_02,0064,2,True,Mars,TRAPPIST-1e,True,E,3,S,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0066_01,0066,1,False,Earth,TRAPPIST-1e,False,G,6,P,62.0,False,811.0,1.0,153.0,197.0,0.0,460.0
0067_01,0067,3,True,Earth,PSO J318.5-22,True,G,10,S,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0067_02,0067,3,True,Earth,TRAPPIST-1e,False,G,10,S,18.0,False,705.0,1.0,258.0,446.0,0.0,0.0
0067_03,0067,3,False,Earth,55 Cancri e,False,F,15,S,21.0,False,2007.0,1946.0,37.0,0.0,0.0,24.0
0068_01,0068,1,False,Mars,TRAPPIST-1e,False,E,4,S,17.0,False,1048.0,793.0,0.0,2.0,253.0,0.0
0069_01,0069,1,True,Earth,TRAPPIST-1e,False,F,16,S,42.0,False,902.0,887.0,0.0,9.0,6.0,0.0
0070_01,0070,1,False,Earth,TRAPPIST-1e,False,F,13,P,19.0,False,922.0,190.0,0.0,5.0,1.0,726.0
0071_01,0071,1,False,Earth,TRAPPIST-1e,False,F,14,P,17.0,False,2233.0,16.0,2165.0,0.0,0.0,52.0
0072_01,0072,1,False,Earth,TRAPPIST-1e,False,F,17,S,14.0,False,1064.0,0.0,1.0,0.0,0.0,1063.0
0073_01,0073,1,False,Mars,PSO J318.5-22,False,D,3,P,37.0,False,879.0,46.0,83.0,738.0,0.0,12.0
0074_01,0074,1,True,Europa,TRAPPIST-1e,False,C,3,S,42.0,False,8904.0,1.0,8397.0,0.0,0.0,506.0
0076_01,0076,1,True,Mars,TRAPPIST-1e,False,F,18,S,27.0,False,1165.0,147.0,0.0,1018.0,0.0,0.0
0077_01,0077,1,True,Mars,TRAPPIST-1e,False,F,15,P,28.0,False,1309.0,14.0,0.0,1295.0,0.0,0.0
0078_01,0078,1,False,Europa,TRAPPIST-1e,False,C,4,S,38.0,False,15815.0,0.0,5840.0,0.0,321.0,9654.0
0081_01,0081,1,False,Earth,TRAPPIST-1e,True,G,13,S,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0082_01,0082,3,False,Mars,TRAPPIST-1e,False,F,16,P,42.0,False,7406.0,7406.0,0.0,0.0,0.0,0.0
0082_02,0082,3,True,Mars,TRAPPIST-1e,True,F,16,P,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0082_03,0082,3,True,Mars,TRAPPIST-1e,False,F,16,P,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0084_01,0084,1,True,Earth,TRAPPIST-1e,False,G,14,S,24.0,False,705.0,688.0,0.0,0.0,0.0,17.0
0085_01,0085,1,True,Europa,TRAPPIST-1e,True,C,5,S,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0086_01,0086,1,False,Earth,TRAPPIST-1e,False,F,17,P,43.0,False,1362.0,211.0,0.0,0.0,638.0,513.0
0088_01,0088,1,True,Mars,PSO J318.5-22,True,E,5,S,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0090_01,0090,1,True,Earth,TRAPPIST-1e,True,G,15,S,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0091_01,0091,2,True,Earth,TRAPPIST-1e,True,G,16,S,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0091_02,0091,2,False,Earth,TRAPPIST-1e,False,F,20,S,27.0,False,917.0,1.0,697.0,31.0,188.0,0.0
0092_01,0092,3,False,Earth,TRAPPIST-1e,False,G,9,P,19.0,False,705.0,0.0,0.0,670.0,1.0,34.0
0092_02,0092,3,True,Earth,TRAPPIST-1e,True,G,9,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0092_03,0092,3,True,Earth,TRAPPIST-1e,True,G,9,P,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0097_01,0097,1,False,Europa,TRAPPIST-1e,False,A,2,S,54.0,False,1848.0,0.0,1208.0,0.0,3.0,637.0
0098_01,0098,2,False,Earth,TRAPPIST-1e,False,G,11,P,26.0,False,893.0,0.0,856.0,5.0,32.0,0.0
0098_02,0098,2,True,Earth,TRAPPIST-1e,False,G,11,P,26.0,False,3855.0,0.0,2811.0,957.0,0.0,87.0
0099_01,0099,2,False,Earth,PSO J318.5-22,False,F,19,P,23.0,False,1301.0,311.0,427.0,526.0,37.0,0.0
0099_02,0099,2,True,Earth,TRAPPIST-1e,True,G,12,P,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0101_01,0101,1,True,Mars,TRAPPIST-1e,True,F,1109,S,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0102_01,0102,1,False,Earth,TRAPPIST-1e,False,F,23,S,18.0,False,921.0,0.0,0.0,0.0,830.0,91.0
0103_01,0103,3,True,Earth,TRAPPIST-1e,False,F,24,S,24.0,False,17.0,0.0,0.0,0.0,0.0,17.0
0103_02,0103,3,True,Earth,55 Cancri e,True,G,18,S,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0103_03,0103,3,False,Earth,TRAPPIST-1e,True,G,18,S,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0105_01,0105,1,False,Earth,TRAPPIST-1e,True,F,21,P,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0107_01,0107,1,False,Mars,TRAPPIST-1e,False,D,2,S,21.0,False,1765.0,1743.0,5.0,17.0,0.0,0.0
0108_01,0108,3,False,Earth,TRAPPIST-1e,True,G,19,S,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0108_02,0108,3,False,Earth,TRAPPIST-1e,False,G,19,S,31.0,False,888.0,562.0,0.0,326.0,0.0,0.0
0108_03,0108,3,True,Earth,TRAPPIST-1e,False,G,19,S,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
0110_01,0110,4,False,Europa,TRAPPIST-1e,False,F,279,P,32.0,False,5109.0,0.0,410.0,6.0,3929.0,764.0
0110_02,0110,4,False,Europa,TRAPPIST-1e,True,B,5,P,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0110_03,0110,4,True,Europa,TRAPPIST-1e,False,B,5,P,42.0,False,15940.0,2209.0,11418.0,0.0,1868.0,445.0
0110_04,0110,4,True,Europa,TRAPPIST-1e,True,B,5,P,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0111_01,0111,1,True,Europa,TRAPPIST-1e,True,E,6,S,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0112_01,0112,1,True,Europa,55 Cancri e,False,B,1,S,48.0,True,2654.0,0.0,2537.0,87.0,17.0,13.0
0113_01,0113,1,True,Earth,TRAPPIST-1e,False,F,23,P,64.0,False,804.0,0.0,0.0,804.0,0.0,0.0
0114_01,0114,1,False,Earth,TRAPPIST-1e,False,G,20,S,27.0,False,907.0,82.0,157.0,429.0,238.0,1.0
0115_01,0115,1,True,Mars,TRAPPIST-1e,True,F,24,P,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0116_01,0116,1,True,Europa,TRAPPIST-1e,False,D,4,P,33.0,False,2640.0,1.0,2223.0,0.0,12.0,404.0
0119_01,0119,2,False,Europa,TRAPPIST-1e,False,A,0,P,39.0,False,9307.0,0.0,2344.0,0.0,65.0,6898.0
0119_02,0119,2,True,Europa,TRAPPIST-1e,True,A,0,P,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0120_01,0120,1,True,Mars,TRAPPIST-1e,True,F,25,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0122_01,0122,1,False,Earth,TRAPPIST-1e,False,G,21,S,29.0,False,773.0,0.0,0.0,0.0,699.0,74.0
0123_01,0123,1,False,Earth,TRAPPIST-1e,False,F,27,P,18.0,False,702.0,55.0,597.0,49.0,0.0,1.0
0126_01,0126,1,True,Mars,TRAPPIST-1e,True,F,27,S,67.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0127_01,0127,1,False,Mars,TRAPPIST-1e,False,E,7,S,35.0,False,1022.0,701.0,0.0,296.0,0.0,25.0
0128_01,0128,2,False,Mars,TRAPPIST-1e,False,D,3,S,61.0,True,3014.0,2353.0,334.0,9.0,316.0,2.0
0128_02,0128,2,False,Mars,TRAPPIST-1e,False,E,8,S,45.0,False,2109.0,2103.0,6.0,0.0,0.0,0.0
0129_01,0129,1,True,Earth,PSO J318.5-22,True,G,22,S,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0133_01,0133,2,True,Mars,TRAPPIST-1e,True,F,29,S,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0133_02,0133,2,False,Mars,TRAPPIST-1e,False,D,5,S,36.0,False,2738.0,2738.0,0.0,0.0,0.0,0.0
0134_01,0134,1,True,Earth,TRAPPIST-1e,False,G,17,P,19.0,False,744.0,0.0,14.0,730.0,0.0,0.0
0136_01,0136,1,False,Earth,PSO J318.5-22,False,G,23,S,47.0,False,721.0,97.0,418.0,126.0,25.0,55.0
0138_01,0138,2,True,Earth,TRAPPIST-1e,True,G,18,P,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0138_02,0138,2,False,Earth,TRAPPIST-1e,False,E,5,P,34.0,False,793.0,0.0,22.0,0.0,564.0,207.0
0139_01,0139,1,True,Europa,55 Cancri e,True,C,6,S,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0140_01,0140,2,True,Earth,TRAPPIST-1e,True,G,19,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0140_02,0140,2,False,Earth,TRAPPIST-1e,False,F,29,P,26.0,False,902.0,440.0,0.0,0.0,0.0,462.0
0141_01,0141,1,False,Mars,TRAPPIST-1e,False,F,30,P,31.0,False,97.0,0.0,0.0,97.0,0.0,0.0
0144_01,0144,1,True,Earth,TRAPPIST-1e,False,F,31,S,20.0,False,630.0,0.0,420.0,210.0,0.0,0.0
0146_01,0146,1,False,Earth,TRAPPIST-1e,False,G,25,S,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0147_01,0147,1,True,Earth,TRAPPIST-1e,True,G,26,S,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0148_01,0148,1,False,Mars,TRAPPIST-1e,False,F,31,P,42.0,False,1158.0,1072.0,0.0,10.0,0.0,76.0
0149_01,0149,1,True,Earth,55 Cancri e,True,G,27,S,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0151_01,0151,1,False,Earth,55 Cancri e,True,G,20,P,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0152_01,0152,1,False,Earth,TRAPPIST-1e,False,F,32,P,41.0,False,607.0,0.0,0.0,0.0,0.0,607.0
0160_01,0160,1,False,Earth,TRAPPIST-1e,False,G,22,P,22.0,False,4180.0,4119.0,0.0,0.0,0.0,61.0
0163_01,0163,2,True,Europa,TRAPPIST-1e,True,B,8,P,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0163_02,0163,2,True,Europa,TRAPPIST-1e,True,B,8,P,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0164_01,0164,2,True,Earth,TRAPPIST-1e,False,G,28,S,57.0,False,1873.0,50.0,1688.0,0.0,0.0,135.0
0164_02,0164,2,False,Earth,PSO J318.5-22,True,G,28,S,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0165_01,0165,1,True,Mars,TRAPPIST-1e,True,F,37,P,35.0,True,0.0,0.0,0.0,0.0,0.0,0.0
0167_01,0167,2,True,Mars,TRAPPIST-1e,True,F,35,S,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0167_02,0167,2,False,Mars,TRAPPIST-1e,False,F,35,S,27.0,False,1572.0,1365.0,0.0,48.0,22.0,137.0
0169_01,0169,1,False,Earth,TRAPPIST-1e,True,G,23,P,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0170_01,0170,1,False,Earth,TRAPPIST-1e,False,E,10,S,24.0,False,788.0,0.0,0.0,0.0,221.0,567.0
0171_01,0171,1,True,Earth,PSO J318.5-22,True,G,30,S,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0172_01,0172,1,True,Earth,TRAPPIST-1e,True,G,24,P,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0173_01,0173,1,True,Earth,TRAPPIST-1e,True,E,11,S,58.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0174_01,0174,1,False,Earth,55 Cancri e,False,F,38,P,21.0,False,593.0,287.0,0.0,16.0,115.0,175.0
0177_01,0177,1,False,Europa,TRAPPIST-1e,False,B,2,S,38.0,False,27428.0,0.0,10346.0,1.0,14970.0,2111.0
0178_01,0178,1,False,Mars,TRAPPIST-1e,False,D,6,S,38.0,False,3722.0,3414.0,0.0,161.0,28.0,119.0
0179_01,0179,3,True,Earth,TRAPPIST-1e,False,G,26,P,19.0,False,906.0,1.0,219.0,673.0,2.0,11.0
0179_02,0179,3,False,Earth,TRAPPIST-1e,False,G,26,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0179_03,0179,3,True,Earth,TRAPPIST-1e,False,G,26,P,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0181_01,0181,1,False,Earth,TRAPPIST-1e,False,G,27,P,20.0,False,394.0,0.0,0.0,3.0,299.0,92.0
0182_01,0182,1,True,Europa,TRAPPIST-1e,True,C,3,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0183_01,0183,1,True,Earth,TRAPPIST-1e,False,F,36,S,37.0,False,821.0,17.0,146.0,426.0,0.0,232.0
0186_01,0186,1,False,Earth,TRAPPIST-1e,False,G,28,P,25.0,False,1018.0,62.0,0.0,0.0,0.0,956.0
0188_01,0188,1,True,Earth,TRAPPIST-1e,True,G,31,S,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0189_01,0189,1,False,Earth,55 Cancri e,False,E,8,P,49.0,False,788.0,84.0,3.0,401.0,202.0,98.0
0190_01,0190,1,False,Earth,55 Cancri e,True,G,32,S,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0192_01,0192,3,True,Earth,TRAPPIST-1e,True,G,29,P,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0192_02,0192,3,False,Earth,TRAPPIST-1e,False,G,29,P,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0192_03,0192,3,False,Earth,TRAPPIST-1e,False,G,29,P,39.0,False,908.0,0.0,0.0,10.0,898.0,0.0
0193_01,0193,3,True,Mars,TRAPPIST-1e,True,F,41,P,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0193_02,0193,3,False,Mars,TRAPPIST-1e,False,F,41,P,23.0,False,1092.0,12.0,0.0,8.0,1072.0,0.0
0193_03,0193,3,True,Mars,TRAPPIST-1e,False,F,41,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0195_01,0195,1,True,Mars,TRAPPIST-1e,False,F,42,P,39.0,False,1273.0,406.0,0.0,867.0,0.0,0.0
0196_01,0196,1,False,Mars,PSO J318.5-22,False,D,5,P,25.0,False,1778.0,1052.0,0.0,719.0,0.0,7.0
0197_01,0197,1,False,Europa,TRAPPIST-1e,False,C,5,P,36.0,False,2342.0,0.0,972.0,0.0,795.0,575.0
0198_01,0198,1,True,Earth,PSO J318.5-22,True,G,30,P,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0199_01,0199,1,False,Earth,TRAPPIST-1e,True,G,33,S,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0200_01,0200,1,True,Earth,TRAPPIST-1e,True,G,31,P,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0201_01,0201,2,True,Europa,TRAPPIST-1e,True,B,3,S,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0201_02,0201,2,True,Europa,TRAPPIST-1e,True,B,3,S,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0202_01,0202,2,True,Europa,55 Cancri e,True,B,9,P,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0202_02,0202,2,True,Europa,55 Cancri e,False,A,2,P,8.0,False,3765.0,0.0,2433.0,11.0,878.0,443.0
0203_01,0203,1,True,Europa,TRAPPIST-1e,True,C,8,S,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0205_01,0205,1,False,Earth,TRAPPIST-1e,False,G,34,S,29.0,False,773.0,0.0,2.0,66.0,0.0,705.0
0206_01,0206,1,True,Europa,55 Cancri e,False,C,9,S,56.0,False,2981.0,2.0,1720.0,12.0,1125.0,122.0
0207_01,0207,1,False,Earth,PSO J318.5-22,True,G,32,P,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0210_01,0210,1,True,Earth,55 Cancri e,True,D,6,P,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0211_01,0211,3,True,Mars,TRAPPIST-1e,False,F,44,P,29.0,False,1040.0,902.0,1.0,137.0,0.0,0.0
0211_02,0211,3,True,Mars,TRAPPIST-1e,True,F,44,P,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0211_03,0211,3,False,Mars,TRAPPIST-1e,False,F,44,P,17.0,False,1337.0,848.0,0.0,307.0,182.0,0.0
0212_01,0212,2,False,Earth,TRAPPIST-1e,False,E,9,P,13.0,False,982.0,192.0,0.0,0.0,51.0,739.0
0212_02,0212,2,False,Earth,TRAPPIST-1e,False,F,45,P,35.0,False,732.0,147.0,188.0,0.0,10.0,387.0
0213_01,0213,1,False,Earth,TRAPPIST-1e,False,F,46,P,21.0,False,794.0,367.0,281.0,0.0,0.0,146.0
0216_01,0216,1,False,Earth,55 Cancri e,False,F,40,S,21.0,False,1974.0,0.0,56.0,0.0,0.0,1918.0
0217_01,0217,1,False,Earth,TRAPPIST-1e,False,F,47,P,38.0,False,1544.0,1517.0,0.0,0.0,27.0,0.0
0219_01,0219,1,True,Earth,TRAPPIST-1e,True,G,36,P,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0220_01,0220,7,True,Earth,TRAPPIST-1e,True,G,37,P,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0220_02,0220,7,True,Earth,TRAPPIST-1e,False,G,37,P,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0220_03,0220,7,False,Earth,TRAPPIST-1e,True,G,37,P,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0220_04,0220,7,False,Earth,TRAPPIST-1e,False,E,10,P,25.0,False,206.0,122.0,84.0,0.0,0.0,0.0
0220_05,0220,7,False,Earth,TRAPPIST-1e,False,F,48,P,16.0,False,1102.0,0.0,3.0,0.0,0.0,1099.0
0220_06,0220,7,False,Earth,55 Cancri e,False,G,37,P,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0220_07,0220,7,True,Earth,TRAPPIST-1e,True,G,37,P,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0221_01,0221,7,False,Mars,55 Cancri e,False,E,13,S,21.0,False,2356.0,2237.0,0.0,119.0,0.0,0.0
0221_02,0221,7,False,Mars,TRAPPIST-1e,False,E,13,S,23.0,False,1298.0,1215.0,80.0,1.0,2.0,0.0
0221_03,0221,7,False,Mars,TRAPPIST-1e,False,E,13,S,33.0,False,2134.0,1933.0,12.0,188.0,1.0,0.0
0221_04,0221,7,True,Mars,TRAPPIST-1e,True,E,13,S,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0221_05,0221,7,False,Mars,TRAPPIST-1e,False,E,13,S,41.0,False,2597.0,1230.0,0.0,301.0,43.0,1023.0
0221_06,0221,7,False,Mars,TRAPPIST-1e,False,E,13,S,16.0,False,1370.0,915.0,0.0,221.0,234.0,0.0
0221_07,0221,7,False,Mars,TRAPPIST-1e,True,E,13,S,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0
0222_01,0222,3,False,Mars,TRAPPIST-1e,False,F,41,S,20.0,False,1417.0,1406.0,0.0,0.0,11.0,0.0
